CodigoASIN,PreguntasRespondidas,Moneda,EntregaEnvio,Dominio,Caracteristicas,CantidadImagenes,Valoracion,NumeroResenas,NombreVendedor,FechaRegistro,Titulo,EnlaceURL,CantidadVideos,Categorias
0321832019,0,USD,"[""FREE delivery January 11 - 13 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 5 - 7"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS."",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 5 hrs 24 mins"",""Arrives before Christmas""]",www.amazon.com,[],0,4.6 out of 5 stars,10129,TrustedMarketing,2021-12-21T23:35:45.082Z,The Anatomy Coloring Book,https://www.amazon.com/dp/0321832019,0,"[""Books"",""New, Used & Rental Textbooks"",""Medicine & Health Sciences""]"
0345350685,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 4 - 10. "",""Or fastest delivery December 29 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.8 out of 5 stars,13577,ZBK Books,2021-12-21T23:35:57.240Z,The Autobiography of Malcolm X: As Told to Alex Haley,https://www.amazon.com/dp/0345350685,0,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
0345376714,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery Wednesday, December 29 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.8 out of 5 stars,13577,gatecitybooks,2021-12-21T23:35:50.415Z,The Autobiography of Malcolm X (As Told to Alex Haley),https://www.amazon.com/dp/0345376714,0,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
0345377443,0,USD,"[""FREE delivery January 12 - 14"",""Or fastest delivery January 6 - 7"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.7 out of 5 stars,10746,Frostwood Village,2021-12-21T23:26:20.097Z,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,https://www.amazon.com/dp/0345377443,0,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
0345396812,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 20 - 22 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 14 - 18"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.7 out of 5 stars,10746,VMG Books & Media,2021-12-21T23:26:20.333Z,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,https://www.amazon.com/dp/0345396812,0,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
0345409876,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon. Order within 5 hrs 33 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS."",""FREE delivery January 4 - 7. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.7 out of 5 stars,10746,Bear Books Outlet,2021-12-21T23:26:09.186Z,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,https://www.amazon.com/dp/0345409876,0,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
0345434862,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery December 28 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.7 out of 5 stars,19431,worldofbooksinc,2021-12-21T23:26:10.402Z,"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",https://www.amazon.com/dp/0345434862,0,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]"
0345472322,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, January 4 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.6 out of 5 stars,11514,Retail Albatross,2021-12-21T23:26:05.691Z,Mindset: The New Psychology of Success,https://www.amazon.com/dp/0345472322,0,"[""Books"",""Business & Money"",""Personal Finance""]"
0358653037,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""$6.25 delivery December 30 - January 6. "",""Or fastest delivery Tuesday, December 28. Order within 20 hrs 24 mins. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.8 out of 5 stars,17171,Boomerang Books UVU BYU,2021-12-21T23:35:50.254Z,The Lord of the Rings Illustrated Edition,https://www.amazon.com/dp/0358653037,0,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]"
0345514408,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 24 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.8 out of 5 stars,16235,FranklinMedia,2021-12-21T23:35:50.494Z,I Know Why the Caged Bird Sings,https://www.amazon.com/dp/0345514408,0,"[""Books"",""Literature & Fiction"",""Poetry""]"
0345530578,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 8 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Wednesday, December 29 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Tuesday, December 28. Order within 8 hrs 33 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.4 out of 5 stars,19766,Rich Media Direct,2021-12-21T23:26:09.333Z,The Racketeer: A Novel,https://www.amazon.com/dp/0345530578,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0345533666,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 9 - 11 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 4 - 5"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.4 out of 5 stars,13375,-OnTimeBooks-,2021-12-21T23:35:59.161Z,Defending Jacob: A Novel,https://www.amazon.com/dp/0345533666,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0345535529,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.7 out of 5 stars,36948,Vivé Liber Books LLC,2021-12-21T23:26:12.330Z,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,https://www.amazon.com/dp/0345535529,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0345538374,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""$3.99 delivery January 4 - 10. "",""Or fastest delivery December 30 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.8 out of 5 stars,20453,Goodwill of Orange County,2021-12-21T23:26:13.830Z,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,https://www.amazon.com/dp/0345538374,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0345538986,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.8 out of 5 stars,10147,Amazon,2021-12-21T23:26:13.808Z,Jurassic Park: A Novel,https://www.amazon.com/dp/0345538986,0,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
0345539788,0,USD,"[""FREE delivery Tuesday, January 4 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Wednesday, December 29"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.6 out of 5 stars,11776,Amazon,2021-12-21T23:26:13.173Z,Red Rising,https://www.amazon.com/dp/0345539788,0,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
034553980X,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 6 - 8 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 31 - January 4"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.6 out of 5 stars,11776,-OnTimeBooks-,2021-12-21T23:26:23.847Z,Red Rising,https://www.amazon.com/dp/034553980X,0,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
0345543246,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.6 out of 5 stars,31304,Amazon,2021-12-21T23:26:28.135Z,Sycamore Row (The Jake Brigance),https://www.amazon.com/dp/0345543246,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0345543254,0,USD,"[""FREE delivery Wednesday, January 5 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 8 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery Wednesday, January 5 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Wednesday, December 29"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.0 out of 5 stars,25415,HOME-WORKS,2021-12-21T23:35:57.090Z,Gray Mountain: A Novel,https://www.amazon.com/dp/0345543254,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0345544978,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 17 - 19 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 11 - 14"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.7 out of 5 stars,20527,-OnTimeBooks-,2021-12-21T23:26:18.961Z,Small Great Things: A Novel,https://www.amazon.com/dp/0345544978,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0374118043,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.7 out of 5 stars,16661,Eaglestone Goods,2021-12-21T23:26:17.472Z,Call Me by Your Name: A Novel,https://www.amazon.com/dp/0374118043,0,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
0345804325,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 7 - 9 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 3 - 5"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.5 out of 5 stars,17466,Babs BooksBabs Books-OnTimeBooks-,2021-12-21T23:26:14.827Z,The Underground Railroad: A Novel,https://www.amazon.com/dp/0345804325,0,"[""Books"",""Literature & Fiction"",""United States""]"
0345804341,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS."",""FREE delivery January 14 - 18 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 8 - 10"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.6 out of 5 stars,17134,Rich Media Direct,2021-12-21T23:26:21.500Z,The Nickel Boys: A Novel,https://www.amazon.com/dp/0345804341,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0345806786,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.8 out of 5 stars,19461,Amazon,2021-12-21T23:36:03.629Z,The Shining,https://www.amazon.com/dp/0345806786,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0374201234,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],5,4.9 out of 5 stars,20034,Amazon,2021-12-21T23:26:22.658Z,The Mamba Mentality: How I Play,https://www.amazon.com/dp/0374201234,0,"[""Books"",""Sports & Outdoors"",""Biographies""]"
0345816021,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 27 - 31 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 21 - 24"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.8 out of 5 stars,43801,EastcoastProducts,2021-12-21T23:26:21.714Z,12 Rules for Life: An Antidote to Chaos,https://www.amazon.com/dp/0345816021,0,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
0349411905,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],2,4.6 out of 5 stars,10449,XpressDealsUSXpressDealsUS,2021-12-21T23:26:21.822Z,Deep Work,https://www.amazon.com/dp/0349411905,0,"[""Books"",""Business & Money"",""Management & Leadership""]"
0374275637,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 4 - 5 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 28 - 30"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.6 out of 5 stars,22138,-OnTimeBooks-,2021-12-21T23:26:19.836Z,"Thinking, Fast and Slow",https://www.amazon.com/dp/0374275637,0,"[""Books"",""Business & Money"",""Management & Leadership""]"
0349701474,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 3 hrs 18 mins"",""Arrives before Christmas"",""FREE delivery January 8 - 19 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 6 - 10"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.4 out of 5 stars,78423,VMG Books & Media,2021-12-21T23:26:13.761Z,The Vanishing Half: Shortlisted for the Women's Prize 2021,https://www.amazon.com/dp/0349701474,0,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
0374300216,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.8 out of 5 stars,58744,Amazon,2021-12-21T23:26:24.865Z,If Animals Kissed Good Night,https://www.amazon.com/dp/0374300216,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0374312648,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery December 30 - January 6. "",""Or fastest delivery December 23 - 28. "",""May arrive after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.8 out of 5 stars,15096,ThriftBooks-Reno,2021-12-21T23:26:14.630Z,Holes,https://www.amazon.com/dp/0374312648,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0374360960,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon. Order within 19 hrs 48 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],5,4.9 out of 5 stars,20615,Jenson Books Inc,2021-12-21T23:26:24.091Z,"The Pout-Pout Fish (A Pout-Pout Fish Adventure, 1)",https://www.amazon.com/dp/0374360960,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0374360979,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],5,4.9 out of 5 stars,20615,Amazon,2021-12-21T23:26:24.545Z,The Pout-Pout Fish,https://www.amazon.com/dp/0374360979,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0374386137,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.6 out of 5 stars,10229,Bnservices,2021-12-21T23:26:25.395Z,"A Wrinkle in Time (A Wrinkle in Time Quintet, 1)",https://www.amazon.com/dp/0374386137,0,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
0374533555,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 19 - 21 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, January 13"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.6 out of 5 stars,22138,Vivé Liber Books LLC,2021-12-21T23:26:20.023Z,"Thinking, Fast and Slow",https://www.amazon.com/dp/0374533555,0,"[""Books"",""Business & Money"",""Management & Leadership""]"
0375507892,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon. Order within 14 hrs 48 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.8 out of 5 stars,16235,better books quality,2021-12-21T23:26:08.677Z,I Know Why the Caged Bird Sings,https://www.amazon.com/dp/0375507892,0,"[""Books"",""Politics & Social Sciences"",""Sociology""]"
0375805613,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 21 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.9 out of 5 stars,23181,Amazon,2021-12-21T23:38:17.034Z,The Monster at the End of This Book (Sesame Street) (Big Bird's Favorites Board Books),https://www.amazon.com/dp/0375805613,0,"[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
0375813616,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS."",""FREE delivery February 26 - 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery February 20 - 22"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.8 out of 5 stars,13409,MediaFlow,2021-12-21T23:35:49.861Z,Junie B. Jones's First Boxed Set Ever! (Books 1-4),https://www.amazon.com/dp/0375813616,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0375813659,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 8 - 19 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 3 - 4"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.8 out of 5 stars,16279,-OnTimeBooks-,2021-12-21T23:35:55.187Z,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",https://www.amazon.com/dp/0375813659,0,"[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
0375823115,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.8 out of 5 stars,10057,gatecitybooks,2021-12-21T23:26:19.573Z,Happy Birthday to You! (Mini Pops),https://www.amazon.com/dp/0375823115,0,"[""Books"",""Children's Books"",""Holidays & Celebrations""]"
0375831002,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.7 out of 5 stars,31084,Jenson Books Inc,2021-12-21T23:26:08.741Z,The Book Thief,https://www.amazon.com/dp/0375831002,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0375842209,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives before Christmas"",""$3.98 delivery December 30 - January 6. "",""Or fastest delivery December 28 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],5,4.7 out of 5 stars,31084,glenthebookseller,2021-12-21T23:26:07.431Z,The Book Thief,https://www.amazon.com/dp/0375842209,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0375851569,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 22 - 24 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 20 - 21"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.9 out of 5 stars,17588,Collect Musings,2021-12-21T23:26:07.906Z,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",https://www.amazon.com/dp/0375851569,0,"[""Books"",""Literature & Fiction"",""Poetry""]"
0375869026,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 21 - 24 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 19 - 20"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.8 out of 5 stars,32482,AP Books and More,2021-12-21T23:26:12.621Z,Wonder,https://www.amazon.com/dp/0375869026,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0380730405,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 4 - 11 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 29 - 30"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.5 out of 5 stars,10678,-OnTimeBooks-,2021-12-21T23:35:50.897Z,Rebecca,https://www.amazon.com/dp/0380730405,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0380807343,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery January 4 - 11 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 29 - 30"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.8 out of 5 stars,10883,The BookBank,2021-12-21T23:26:07.383Z,Coraline,https://www.amazon.com/dp/0380807343,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0380977788,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 5 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Thursday, December 30 if you spend $25 on items shipped by Amazon. Order within 19 hrs 48 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.8 out of 5 stars,10883,Jenson Books Inc,2021-12-21T23:26:26.406Z,Coraline,https://www.amazon.com/dp/0380977788,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0385121679,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 33 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28"",""Or fastest delivery Friday, December 24. Order within 6 hrs 33 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.8 out of 5 stars,19461,Apex_media🍏,2021-12-21T23:26:11.718Z,The Shining,https://www.amazon.com/dp/0385121679,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
